temp_c,condition,wind_kph,wind_degree,wind_dir,pressure_mb,precip_mm,humidity,cloud,windchill_c,dewpoint_c,will_it_rain,vis_km,uv,hour_of_day,day,45_chance_rain,100_chance_rain
10.0,Clear,6.8,61,1,1030.0,0.0,91,6,9.3,8.7,0,10.0,0.0,5,12,0,0
9.7,Clear,6.8,57,1,1030.0,0.0,90,6,8.9,8.1,0,10.0,0.0,6,12,0,0
9.4,Clear,7.2,65,1,1030.0,0.0,88,7,8.5,7.6,0,10.0,0.0,7,12,0,0
9.1,Clear,7.9,63,1,1030.0,0.0,87,5,8.0,7.1,0,10.0,0.0,8,12,0,0
9.8,Sunny,7.2,60,1,1030.0,0.0,84,3,8.9,7.2,0,10.0,3.0,9,12,0,0
11.8,Sunny,6.5,61,1,1031.0,0.0,77,3,11.4,7.9,0,10.0,4.0,10,12,0,0
13.6,Sunny,5.0,65,1,1031.0,0.0,69,2,13.8,8.0,0,10.0,4.0,11,12,0,0
15.1,Sunny,5.0,59,1,1030.0,0.0,63,2,15.1,8.0,0,10.0,5.0,12,12,0,0
16.3,Sunny,4.0,65,1,1030.0,0.0,58,1,16.3,8.0,0,10.0,5.0,13,12,0,0
16.7,Sunny,2.9,62,1,1029.0,0.0,56,3,16.7,8.0,0,10.0,5.0,14,12,0,0
16.7,Sunny,1.8,357,3,1029.0,0.0,58,3,16.7,8.4,0,10.0,5.0,15,12,0,0
15.8,Sunny,4.7,323,7,1029.0,0.0,67,4,15.8,9.8,0,10.0,5.0,16,12,0,0
13.4,Sunny,5.4,331,6,1029.0,0.0,74,3,13.6,8.9,0,10.0,4.0,17,12,0,0
11.9,Clear,5.8,20,5,1029.0,0.0,79,2,11.7,8.3,0,10.0,0.0,18,12,0,0
11.2,Clear,6.8,43,4,1030.0,0.0,81,2,10.7,8.0,0,10.0,0.0,19,12,0,0
10.5,Clear,8.6,63,1,1030.0,0.0,83,2,9.5,7.7,0,10.0,0.0,20,12,0,0
9.8,Clear,9.0,68,1,1030.0,0.0,83,2,8.5,7.1,0,10.0,0.0,21,12,0,0
9.0,Clear,9.0,67,1,1030.0,0.0,83,2,7.6,6.3,0,10.0,0.0,22,12,0,0
8.2,Clear,9.0,71,1,1030.0,0.0,82,3,6.7,5.3,0,10.0,0.0,23,12,0,0
8.5,Clear,7.9,69,1,1030.0,0.0,80,16,7.3,5.2,0,10.0,0.0,0,13,0,0
8.1,Clear,9.0,76,1,1029.0,0.0,80,3,6.5,4.8,0,10.0,0.0,1,13,0,0
7.9,Clear,8.6,82,0,1029.0,0.0,80,4,6.4,4.7,0,10.0,0.0,2,13,0,0
7.2,Clear,9.0,80,0,1029.0,0.0,81,5,5.5,4.2,0,10.0,0.0,3,13,0,0
6.9,Clear,8.3,75,1,1029.0,0.0,81,4,5.3,4.0,0,10.0,0.0,4,13,0,0
6.6,Clear,8.6,76,1,1029.0,0.0,81,4,4.9,3.7,0,10.0,0.0,5,13,0,0
6.4,Clear,8.6,73,1,1029.0,0.0,80,6,4.6,3.1,0,10.0,0.0,6,13,0,0
6.0,Clear,9.0,78,1,1029.0,0.0,78,7,4.0,2.4,0,10.0,0.0,7,13,0,0
5.9,Sunny,9.4,80,0,1029.0,0.0,76,7,3.8,1.9,0,10.0,3.0,8,13,0,0
7.4,Sunny,9.4,76,1,1029.0,0.0,71,7,5.6,2.6,0,10.0,3.0,9,13,0,0
9.9,Sunny,7.6,69,1,1030.0,0.0,62,7,9.0,3.1,0,10.0,3.0,10,13,0,0
11.9,Sunny,7.6,82,0,1030.0,0.0,55,7,11.3,3.1,0,10.0,4.0,11,13,0,0
13.5,Sunny,6.5,81,0,1029.0,0.0,49,10,13.3,3.1,0,10.0,4.0,12,13,0,0
14.2,Sunny,5.0,73,1,1029.0,0.0,48,11,14.6,3.3,0,10.0,4.0,13,13,0,0
14.3,Sunny,3.6,59,1,1028.0,0.0,49,14,15.1,3.8,0,10.0,4.0,14,13,0,0
13.9,Sunny,3.6,52,4,1028.0,0.0,53,14,14.6,4.6,0,10.0,4.0,15,13,0,0
13.2,Sunny,4.0,23,5,1028.0,0.0,61,12,13.6,5.8,0,10.0,4.0,16,13,0,0
11.6,Sunny,5.4,17,5,1027.0,0.0,64,16,11.5,5.2,0,10.0,4.0,17,13,0,0
10.6,Clear,6.5,36,4,1027.0,0.0,66,10,10.0,4.6,0,10.0,0.0,18,13,0,0
9.6,Clear,7.2,58,1,1027.0,0.0,69,7,8.7,4.2,0,10.0,0.0,19,13,0,0
9.2,Clear,7.2,59,1,1028.0,0.0,69,8,8.2,3.8,0,10.0,0.0,20,13,0,0
8.7,Clear,7.6,69,1,1028.0,0.0,68,8,7.6,3.1,0,10.0,0.0,21,13,0,0
8.3,Clear,7.2,58,1,1028.0,0.0,66,11,7.2,2.3,0,10.0,0.0,22,13,0,0
7.7,Clear,8.3,66,1,1028.0,0.0,64,12,6.3,1.4,0,10.0,0.0,23,13,0,0
7.7,Clear,7.9,70,1,1029.0,0.0,61,11,6.4,0.7,0,10.0,0.0,0,14,0,0
7.3,Clear,8.3,66,1,1029.0,0.0,59,10,5.8,-0.0,0,10.0,0.0,1,14,0,0
7.1,Clear,9.0,73,1,1028.0,0.0,58,7,5.4,-0.6,0,10.0,0.0,2,14,0,0
6.9,Clear,8.6,80,0,1028.0,0.0,57,5,5.2,-1.1,0,10.0,0.0,3,14,0,0
6.5,Clear,8.6,78,1,1028.0,0.0,56,4,4.7,-1.6,0,10.0,0.0,4,14,0,0
6.1,Cloudy,8.6,77,1,1028.0,0.0,56,87,4.2,-1.9,0,10.0,0.0,5,14,0,0
5.5,Partly cloudy,8.6,81,0,1029.0,0.0,56,30,3.6,-2.4,0,10.0,0.0,6,14,0,0
5.2,Partly cloudy,9.0,84,0,1029.0,0.0,57,32,3.1,-2.6,0,10.0,0.0,7,14,0,0
5.2,Partly cloudy,9.4,85,0,1030.0,0.0,57,56,3.1,-2.6,0,10.0,3.0,8,14,0,0
6.0,Partly cloudy,9.0,85,0,1030.0,0.0,57,37,4.1,-1.9,0,10.0,3.0,9,14,0,0
8.2,Sunny,7.9,87,0,1030.0,0.0,53,15,6.9,-0.7,0,10.0,3.0,10,14,0,0
10.5,Sunny,7.6,97,0,1031.0,0.0,45,8,9.7,-1.0,0,10.0,4.0,11,14,0,0
12.2,Sunny,6.5,115,2,1030.0,0.0,40,8,11.9,-1.1,0,10.0,4.0,12,14,0,0
13.2,Sunny,5.4,118,2,1030.0,0.0,36,10,13.3,-1.3,0,10.0,4.0,13,14,0,0
13.7,Sunny,4.7,132,9,1029.0,0.0,36,12,14.0,-1.0,0,10.0,4.0,14,14,0,0
13.7,Sunny,4.7,159,10,1029.0,0.0,39,14,14.1,0.1,0,10.0,4.0,15,14,0,0
12.9,Sunny,2.9,206,11,1030.0,0.0,49,17,12.9,2.3,0,10.0,4.0,16,14,0,0
10.1,Sunny,2.2,271,13,1030.0,0.0,53,19,10.2,0.9,0,10.0,4.0,17,14,0,0
8.5,Partly cloudy,2.2,347,6,1030.0,0.0,55,58,8.5,0.1,0,10.0,0.0,18,14,0,0
7.9,Partly cloudy,4.0,46,4,1031.0,0.0,58,27,7.7,0.2,0,10.0,0.0,19,14,0,0
7.4,Partly cloudy,5.8,60,1,1031.0,0.0,61,32,6.5,0.3,0,10.0,0.0,20,14,0,0
6.7,Partly cloudy,6.1,73,1,1032.0,0.0,62,39,5.7,0.1,0,10.0,0.0,21,14,0,0
6.3,Partly cloudy,6.5,76,1,1032.0,0.0,62,43,5.0,-0.4,0,10.0,0.0,22,14,0,0
5.6,Partly cloudy,6.8,74,1,1032.0,0.0,62,33,4.2,-1.1,0,10.0,0.0,23,14,0,0
5.5,Cloudy,7.2,77,1,1032.0,0.0,60,79,4.0,-1.7,0,10.0,0.0,0,15,0,0
5.4,Partly cloudy,7.2,74,1,1032.0,0.0,57,34,3.8,-2.4,0,10.0,0.0,1,15,0,0
5.2,Clear,6.8,72,1,1031.0,0.0,55,10,3.7,-3.0,0,10.0,0.0,2,15,0,0
4.8,Clear,6.1,67,1,1032.0,0.0,54,12,3.4,-3.6,0,10.0,0.0,3,15,0,0
4.4,Clear,6.8,72,1,1031.0,0.0,54,15,2.8,-4.1,0,10.0,0.0,4,15,0,0
4.0,Clear,6.8,83,0,1031.0,0.0,53,19,2.3,-4.8,0,10.0,0.0,5,15,0,0
3.6,Partly cloudy,6.5,75,1,1031.0,0.0,52,33,2.0,-5.2,0,10.0,0.0,6,15,0,0
3.6,Partly cloudy,6.5,69,1,1031.0,0.0,52,37,2.0,-5.3,0,10.0,0.0,7,15,0,0
3.9,Overcast,6.1,69,1,1031.0,0.0,51,92,2.4,-5.3,0,10.0,1.0,8,15,0,0
5.1,Overcast,6.5,70,1,1031.0,0.0,51,100,3.7,-4.1,0,10.0,2.0,9,15,0,0
7.1,Overcast,4.7,74,1,1031.0,0.0,48,100,6.6,-3.1,0,10.0,2.0,10,15,0,0
8.9,Overcast,3.6,73,1,1031.0,0.0,43,100,9.1,-2.8,0,10.0,2.0,11,15,0,0
10.6,Overcast,1.8,22,5,1030.0,0.0,41,97,10.6,-2.0,0,10.0,3.0,12,15,0,0
11.7,Sunny,3.6,340,6,1029.0,0.0,41,16,12.1,-1.1,0,10.0,4.0,13,15,0,0
12.4,Sunny,5.0,317,7,1028.0,0.0,42,0,12.5,-0.0,0,10.0,4.0,14,15,0,0
12.2,Sunny,5.8,319,7,1028.0,0.0,45,0,12.0,0.8,0,10.0,4.0,15,15,0,0
11.9,Sunny,6.5,315,7,1028.0,0.0,57,0,11.5,3.7,0,10.0,4.0,16,15,0,0
9.5,Sunny,5.8,328,6,1028.0,0.0,65,0,9.0,3.4,0,10.0,3.0,17,15,0,0
7.4,Clear,5.8,352,3,1028.0,0.0,71,0,6.6,2.5,0,10.0,0.0,18,15,0,0
6.9,Clear,6.5,20,5,1028.0,0.0,73,0,5.8,2.4,0,10.0,0.0,19,15,0,0
6.3,Clear,6.5,45,4,1028.0,0.0,74,0,5.1,2.0,0,10.0,0.0,20,15,0,0
5.7,Clear,6.1,54,4,1028.0,0.0,75,0,4.5,1.6,0,10.0,0.0,21,15,0,0
5.3,Clear,5.8,66,1,1028.0,0.0,75,0,4.1,1.3,0,10.0,0.0,22,15,0,0
5.1,Clear,5.8,71,1,1028.0,0.0,75,0,4.0,1.1,0,10.0,0.0,23,15,0,0
4.5,Clear,5.4,68,1,1028.0,0.0,74,0,3.3,0.2,0,10.0,0.0,0,16,0,0
4.3,Clear,5.0,65,1,1028.0,0.0,74,0,3.3,0.1,0,10.0,0.0,1,16,0,0
4.3,Clear,6.1,69,1,1027.0,0.0,73,0,2.9,-0.1,0,10.0,0.0,2,16,0,0
4.4,Clear,5.8,63,1,1027.0,0.0,71,0,3.1,-0.3,0,10.0,0.0,3,16,0,0
4.2,Clear,6.5,70,1,1026.0,0.0,70,0,2.6,-0.8,0,10.0,0.0,4,16,0,0
4.0,Clear,5.8,73,1,1026.0,0.0,68,0,2.7,-1.4,0,10.0,0.0,5,16,0,0
3.8,Clear,5.8,69,1,1026.0,0.0,65,0,2.5,-2.1,0,10.0,0.0,6,16,0,0
3.7,Clear,5.8,66,1,1025.0,0.0,63,0,2.3,-2.7,0,10.0,0.0,7,16,0,0
3.9,Sunny,6.1,72,1,1026.0,0.0,61,0,2.4,-2.9,0,10.0,2.0,8,16,0,0
5.5,Sunny,5.8,77,1,1026.0,0.0,58,0,4.4,-2.0,0,10.0,3.0,9,16,0,0
8.1,Sunny,3.6,80,0,1026.0,0.0,51,0,8.1,-1.3,0,10.0,3.0,10,16,0,0
10.3,Sunny,2.9,104,2,1026.0,0.0,46,0,10.3,-0.8,0,10.0,4.0,11,16,0,0
11.9,Sunny,1.1,172,8,1025.0,0.0,43,0,11.9,-0.3,0,10.0,4.0,12,16,0,0
12.8,Sunny,2.5,249,15,1024.0,0.0,42,0,12.8,0.2,0,10.0,4.0,13,16,0,0
13.1,Sunny,3.2,270,13,1023.0,0.0,42,0,13.8,0.7,0,10.0,4.0,14,16,0,0
12.7,Sunny,3.6,277,13,1023.0,0.0,45,0,13.3,1.2,0,10.0,4.0,15,16,0,0
12.0,Sunny,4.3,286,14,1023.0,0.0,56,0,12.2,3.5,0,10.0,4.0,16,16,0,0
9.4,Sunny,4.3,303,14,1023.0,0.0,63,0,9.3,2.8,0,10.0,3.0,17,16,0,0
7.6,Clear,3.6,331,6,1023.0,0.0,68,0,7.6,2.1,0,10.0,0.0,18,16,0,0
7.1,Clear,4.3,26,5,1023.0,0.0,70,0,6.7,2.0,0,10.0,0.0,19,16,0,0
6.7,Clear,5.0,49,4,1023.0,0.0,71,0,6.0,1.9,0,10.0,0.0,20,16,0,0
6.3,Clear,5.0,64,1,1023.0,0.0,72,0,5.6,1.8,0,10.0,0.0,21,16,0,0
6.1,Clear,5.8,82,0,1023.0,0.0,74,0,5.1,1.8,0,10.0,0.0,22,16,0,0
6.1,Clear,6.5,94,0,1023.0,0.0,74,0,4.8,1.8,0,10.0,0.0,23,16,0,0
6.4,Clear,9.0,89,0,1023.0,0.0,74,3,4.5,2.2,0,10.0,0.0,0,17,0,0
6.4,Clear,10.4,91,0,1024.0,0.0,73,5,4.2,1.8,0,10.0,0.0,1,17,0,0
6.6,Clear,13.0,91,0,1024.0,0.0,67,3,4.1,0.9,0,10.0,0.0,2,17,0,0
7.1,Clear,16.2,94,0,1024.0,0.0,64,4,4.1,0.7,0,10.0,0.0,3,17,0,0
6.7,Clear,16.2,91,0,1024.0,0.0,66,4,3.6,0.7,0,10.0,0.0,4,17,0,0
5.8,Clear,14.8,93,0,1025.0,0.0,68,3,2.8,0.5,0,10.0,0.0,5,17,0,0
5.0,Clear,13.7,103,2,1026.0,0.0,72,0,1.9,0.4,0,10.0,0.0,6,17,0,0
4.5,Clear,12.6,100,0,1026.0,0.0,74,0,1.6,0.3,0,10.0,0.0,7,17,0,0
4.2,Sunny,13.0,90,0,1027.0,0.0,76,0,1.2,0.4,0,10.0,2.0,8,17,0,0
5.3,Sunny,11.9,91,0,1027.0,0.0,74,0,2.6,1.0,0,10.0,3.0,9,17,0,0
7.9,Sunny,11.9,93,0,1028.0,0.0,64,0,5.8,1.7,0,10.0,3.0,10,17,0,0
10.1,Sunny,14.0,96,0,1028.0,0.0,57,0,8.2,2.1,0,10.0,4.0,11,17,0,0
11.7,Sunny,16.6,98,0,1028.0,0.0,52,0,9.9,2.4,0,10.0,4.0,12,17,0,0
12.8,Sunny,16.6,102,2,1027.0,0.0,49,0,11.2,2.4,0,10.0,4.0,13,17,0,0
13.1,Sunny,14.8,108,2,1026.0,0.0,47,0,11.8,2.1,0,10.0,4.0,14,17,0,0
12.9,Sunny,13.0,112,2,1026.0,0.0,49,0,11.7,2.5,0,10.0,4.0,15,17,0,0
12.1,Sunny,11.9,115,2,1026.0,0.0,53,0,10.9,2.9,0,10.0,4.0,16,17,0,0
9.9,Sunny,9.7,108,2,1027.0,0.0,62,0,8.6,2.9,0,10.0,3.0,17,17,0,0
7.8,Clear,10.1,97,0,1027.0,0.0,67,0,5.9,2.0,0,10.0,0.0,18,17,0,0
6.8,Clear,11.2,93,0,1028.0,0.0,70,0,4.7,1.8,0,10.0,0.0,19,17,0,0
6.2,Clear,10.8,90,0,1028.0,0.0,72,0,3.9,1.6,0,10.0,0.0,20,17,0,0
5.5,Clear,10.4,88,0,1028.0,0.0,74,0,3.1,1.2,0,10.0,0.0,21,17,0,0
5.1,Clear,9.4,87,0,1028.0,0.0,74,2,2.9,0.9,0,10.0,0.0,22,17,0,0
4.7,Clear,9.0,85,0,1028.0,0.0,74,3,2.5,0.5,0,10.0,0.0,23,17,0,0
4.8,Clear,7.9,84,0,1029.0,0.0,73,0,2.9,0.4,0,10.0,0.0,0,18,0,0
4.4,Clear,8.3,81,0,1029.0,0.0,73,0,2.3,0.0,0,10.0,0.0,1,18,0,0
4.2,Clear,7.9,80,0,1028.0,0.0,73,0,2.2,-0.2,0,10.0,0.0,2,18,0,0
4.0,Clear,7.9,80,0,1028.0,0.0,73,0,1.9,-0.4,0,10.0,0.0,3,18,0,0
3.7,Clear,8.6,78,1,1028.0,0.0,74,0,1.4,-0.5,0,10.0,0.0,4,18,0,0
3.5,Clear,8.6,80,0,1028.0,0.0,74,0,1.2,-0.7,0,10.0,0.0,5,18,0,0
3.3,Clear,9.4,80,0,1028.0,0.0,74,0,0.8,-0.8,0,10.0,0.0,6,18,0,0
3.2,Clear,9.4,83,0,1028.0,0.0,75,0,0.7,-0.8,0,10.0,0.0,7,18,0,0
3.3,Sunny,9.4,84,0,1028.0,0.0,76,0,0.8,-0.5,0,10.0,2.0,8,18,0,0
5.0,Sunny,7.9,87,0,1028.0,0.0,72,0,3.1,0.5,0,10.0,2.0,9,18,0,0
7.9,Sunny,5.8,98,0,1028.0,0.0,63,0,7.2,1.5,0,10.0,3.0,10,18,0,0
10.2,Sunny,6.1,104,2,1028.0,0.0,57,0,9.6,2.1,0,10.0,4.0,11,18,0,0
11.8,Sunny,6.5,115,2,1027.0,0.0,53,0,11.4,2.5,0,10.0,4.0,12,18,0,0
12.8,Sunny,5.4,143,9,1026.0,0.0,50,0,12.9,2.6,0,10.0,4.0,13,18,0,0
12.6,Sunny,6.1,183,8,1025.0,0.0,48,0,12.4,2.1,0,10.0,4.0,14,18,0,0
12.0,Sunny,6.1,177,8,1025.0,0.0,49,0,11.7,1.7,0,10.0,4.0,15,18,0,0
11.3,Sunny,6.5,210,11,1024.0,0.0,57,0,10.9,3.2,0,10.0,4.0,16,18,0,0
8.7,Sunny,5.0,215,12,1024.0,0.0,67,0,8.3,2.9,0,10.0,3.0,17,18,0,0
6.9,Clear,3.2,198,11,1024.0,0.0,71,0,7.0,2.1,0,10.0,0.0,18,18,0,0
6.4,Clear,3.2,144,9,1025.0,0.0,73,0,6.4,2.0,0,10.0,0.0,19,18,0,0
6.0,Clear,6.1,115,2,1025.0,0.0,75,0,4.9,1.9,0,10.0,0.0,20,18,0,0
5.5,Clear,7.2,108,2,1024.0,0.0,76,0,4.0,1.7,0,10.0,0.0,21,18,0,0
5.1,Clear,7.6,101,2,1024.0,0.0,77,0,3.4,1.5,0,10.0,0.0,22,18,0,0
4.8,Clear,7.9,101,2,1024.0,0.0,78,0,2.9,1.3,0,10.0,0.0,23,18,0,0
5.6,Clear,7.9,98,0,1024.0,0.0,78,0,3.9,2.0,0,10.0,0.0,0,19,0,0
5.4,Clear,8.3,99,0,1023.0,0.0,78,0,3.5,1.8,0,10.0,0.0,1,19,0,0
5.1,Clear,7.9,102,2,1023.0,0.0,78,4,3.3,1.5,0,10.0,0.0,2,19,0,0
4.9,Clear,8.6,100,0,1022.0,0.0,77,21,2.9,1.3,0,10.0,0.0,3,19,0,0
4.7,Partly cloudy,9.0,102,2,1022.0,0.0,76,44,2.5,0.9,0,10.0,0.0,4,19,0,0
5.2,Cloudy,9.0,103,2,1021.0,0.0,73,81,3.1,0.7,0,10.0,0.0,5,19,0,0
5.4,Partly cloudy,8.6,105,2,1021.0,0.0,71,57,3.5,0.7,0,10.0,0.0,6,19,0,0
5.0,Partly cloudy,9.7,104,2,1020.0,0.0,73,45,2.8,0.6,0,10.0,0.0,7,19,0,0
5.6,Partly cloudy,9.4,106,2,1020.0,0.0,72,47,3.5,1.0,0,10.0,3.0,8,19,0,0
6.8,Partly cloudy,9.4,105,2,1020.0,0.0,70,54,5.0,1.9,0,10.0,3.0,9,19,0,0
8.3,Cloudy,9.7,107,2,1020.0,0.0,67,84,6.7,2.5,0,10.0,2.0,10,19,0,0
9.8,Overcast,10.4,113,2,1020.0,0.0,61,100,8.3,2.7,0,10.0,2.0,11,19,0,0
11.3,Overcast,10.8,137,9,1019.0,0.0,55,100,10.1,2.7,0,10.0,3.0,12,19,1,0
11.2,Patchy rain possible,12.2,151,10,1018.0,0.09,60,100,9.7,3.7,0,10.0,3.0,13,19,1,0
9.7,Light drizzle,12.2,145,9,1017.0,0.63,70,100,8.0,4.5,1,2.0,2.0,14,19,0,1
8.3,Light rain,11.5,147,10,1017.0,1.44,82,100,6.3,5.4,1,9.0,2.0,15,19,0,1
7.3,Light rain,11.2,133,9,1017.0,1.19,90,100,5.2,5.8,1,9.0,2.0,16,19,0,1
7.1,Light drizzle,10.4,116,2,1016.0,0.4,92,100,5.0,5.8,1,2.0,2.0,17,19,0,1
7.0,Patchy rain possible,11.5,108,2,1016.0,0.13,90,100,4.8,5.6,1,10.0,0.0,18,19,0,1
7.1,Light rain,13.0,119,2,1016.0,0.84,90,100,4.7,5.6,1,9.0,0.0,19,19,0,1
7.1,Light drizzle,13.0,113,2,1016.0,0.6,91,100,4.7,5.8,1,2.0,0.0,20,19,0,1
7.3,Light drizzle,11.9,119,2,1016.0,0.22,91,100,5.0,5.9,1,2.0,0.0,21,19,0,1
7.5,Light drizzle,12.6,110,2,1015.0,0.56,91,100,5.2,6.2,1,2.0,0.0,22,19,0,1
7.7,Patchy rain possible,12.6,111,2,1015.0,0.12,90,100,5.4,6.2,1,10.0,0.0,23,19,0,1
6.8,Patchy rain possible,7.2,111,2,1016.0,0.08,92,100,5.4,5.6,0,10.0,0.0,0,20,1,0
6.7,Patchy rain possible,7.9,103,2,1015.0,0.12,93,100,5.2,5.6,1,10.0,0.0,1,20,0,1
6.7,Patchy rain possible,8.6,89,0,1014.0,0.04,93,93,4.9,5.6,0,10.0,0.0,2,20,1,0
6.9,Patchy rain possible,8.6,85,0,1014.0,0.03,92,96,5.2,5.8,0,10.0,0.0,3,20,1,0
7.1,Light drizzle,8.6,91,0,1013.0,0.15,92,100,5.5,6.0,1,2.0,0.0,4,20,0,1
7.2,Patchy rain possible,9.0,92,0,1013.0,0.11,93,100,5.5,6.2,1,10.0,0.0,5,20,0,1
7.4,Patchy rain possible,8.3,92,0,1013.0,0.1,93,100,5.9,6.4,1,10.0,0.0,6,20,0,1
7.6,Patchy rain possible,8.6,96,0,1013.0,0.05,93,100,6.0,6.5,0,10.0,0.0,7,20,1,0
7.6,Light drizzle,8.6,100,0,1013.0,0.19,93,100,6.1,6.6,1,2.0,2.0,8,20,0,1
8.1,Patchy rain possible,9.7,93,0,1013.0,0.07,93,100,6.5,7.1,0,10.0,2.0,9,20,1,0
9.0,Light drizzle,9.4,99,0,1013.0,0.17,92,100,7.5,7.8,1,2.0,2.0,10,20,0,1
9.7,Patchy rain possible,10.8,93,0,1013.0,0.01,92,100,8.1,8.4,0,10.0,2.0,11,20,1,0
10.7,Overcast,9.0,96,0,1013.0,0.0,88,100,9.6,8.8,0,10.0,3.0,12,20,1,0
11.3,Patchy rain possible,7.6,111,2,1012.0,0.08,89,100,10.6,9.6,0,10.0,3.0,13,20,1,0
10.6,Overcast,10.1,91,0,1010.0,0.0,91,100,9.3,9.1,0,10.0,3.0,14,20,0,0
11.1,Patchy rain possible,6.5,109,2,1011.0,0.09,88,100,10.6,9.2,0,10.0,3.0,15,20,1,0
10.4,Patchy rain possible,6.8,104,2,1010.0,0.12,90,100,9.7,8.8,1,10.0,3.0,16,20,0,1
9.9,Patchy rain possible,10.4,91,0,1009.0,0.05,91,100,8.4,8.6,0,10.0,2.0,17,20,1,0
9.7,Light drizzle,10.8,77,1,1009.0,0.37,92,100,8.2,8.5,1,2.0,0.0,18,20,0,1
9.3,Patchy rain possible,10.4,79,0,1009.0,0.02,92,100,7.8,8.2,0,10.0,0.0,19,20,1,0
9.3,Light drizzle,11.9,85,0,1009.0,0.19,92,100,7.4,8.0,1,2.0,0.0,20,20,0,1
9.2,Light drizzle,12.2,95,0,1009.0,0.68,92,100,7.3,8.0,1,2.0,0.0,21,20,0,1
9.2,Moderate or heavy rain with thunder,9.7,108,2,1009.0,3.04,94,100,7.8,8.4,1,6.0,0.0,22,20,0,1
9.2,Light rain,11.9,76,1,1009.0,1.15,96,100,7.4,8.6,1,9.0,0.0,23,20,0,1
10.5,Light rain shower,9.7,100,0,1009.0,1.22,94,100,9.3,9.6,1,10.0,0.0,0,21,0,1
10.5,Moderate or heavy rain with thunder,8.3,117,2,1008.0,1.43,96,100,9.5,9.8,1,6.0,0.0,1,21,0,1
10.8,Moderate or heavy rain shower,7.2,123,2,1008.0,2.64,97,100,10.1,10.3,1,7.0,0.0,2,21,0,1
10.8,Light rain shower,9.0,112,2,1008.0,0.85,97,100,9.8,10.3,1,10.0,0.0,3,21,0,1
11.0,Light rain shower,9.7,134,9,1008.0,0.93,96,100,9.8,10.4,1,10.0,0.0,4,21,0,1
11.0,Light rain shower,9.4,139,9,1007.0,0.66,96,100,10.0,10.5,1,10.0,0.0,5,21,0,1
11.1,Light rain shower,9.7,127,9,1007.0,0.65,96,100,10.0,10.5,1,10.0,0.0,6,21,0,1
11.1,Mist,10.1,115,2,1007.0,0.06,95,100,9.9,10.3,0,2.0,0.0,7,21,1,0
11.5,Mist,9.4,118,2,1007.0,0.08,94,100,10.5,10.6,0,2.0,3.0,8,21,1,0
12.1,Patchy rain possible,9.0,118,2,1008.0,0.06,93,93,11.4,11.1,0,10.0,3.0,9,21,1,0
12.9,Patchy rain possible,9.0,107,2,1007.0,0.07,91,77,12.2,11.4,0,10.0,3.0,10,21,1,0
14.3,Light rain shower,12.6,134,9,1008.0,0.48,87,64,13.4,12.1,1,10.0,3.0,11,21,0,1
14.9,Patchy rain possible,14.0,144,9,1007.0,0.38,87,71,14.0,12.7,1,9.0,3.0,12,21,0,1
15.8,Light rain shower,16.9,153,10,1006.0,0.81,83,88,15.8,13.0,1,10.0,4.0,13,21,0,1
15.8,Light rain shower,17.6,167,10,1006.0,0.8,82,77,15.8,12.8,1,10.0,4.0,14,21,0,1
15.2,Light rain shower,19.1,169,8,1005.0,0.43,83,73,15.2,12.4,1,10.0,4.0,15,21,0,1
14.6,Light rain shower,19.1,165,10,1005.0,0.59,85,70,13.2,12.1,1,10.0,3.0,16,21,0,1
14.0,Light rain shower,19.8,165,10,1005.0,0.66,86,69,12.5,11.7,1,10.0,3.0,17,21,0,1
13.2,Light rain shower,16.2,158,10,1005.0,0.42,88,100,11.7,11.2,1,10.0,0.0,18,21,0,1
12.8,Light rain shower,14.8,152,10,1005.0,0.58,90,99,11.4,11.1,1,10.0,0.0,19,21,0,1
12.5,Light rain shower,14.8,144,9,1005.0,0.56,90,100,11.0,11.0,1,10.0,0.0,20,21,0,1
12.6,Light rain shower,15.8,150,10,1005.0,0.23,88,100,11.1,10.7,1,10.0,0.0,21,21,0,1
12.6,Light rain shower,18.7,150,10,1005.0,0.21,89,89,10.8,10.9,1,10.0,0.0,22,21,0,1
12.4,Light rain shower,18.7,154,10,1005.0,0.94,91,100,10.5,11.0,1,10.0,0.0,23,21,0,1
12.5,Light rain shower,16.6,155,10,1005.0,0.37,89,87,10.9,10.7,1,10.0,0.0,0,22,0,1
12.2,Light rain shower,14.0,153,10,1004.0,0.45,90,100,10.7,10.6,1,10.0,0.0,1,22,0,1
12.4,Light rain shower,14.0,155,10,1004.0,0.51,90,100,11.0,10.9,1,10.0,0.0,2,22,0,1
12.4,Light rain shower,13.7,146,10,1003.0,0.33,90,100,11.1,10.9,1,10.0,0.0,3,22,0,1
12.2,Light rain shower,11.9,141,9,1003.0,0.48,91,91,11.0,10.9,1,10.0,0.0,4,22,0,1
12.0,Light rain shower,11.9,140,9,1003.0,0.69,92,65,10.8,10.8,1,10.0,0.0,5,22,0,1
11.4,Light rain shower,10.8,137,9,1003.0,0.63,93,57,10.2,10.4,1,10.0,0.0,6,22,0,1
11.3,Light rain shower,10.8,133,9,1003.0,0.55,94,100,10.1,10.3,1,10.0,0.0,7,22,0,1
11.5,Light rain shower,9.0,134,9,1004.0,1.26,95,100,10.6,10.7,1,10.0,3.0,8,22,0,1
